Id,realSum,room_type,host_is_superhost,cleanliness_rating,bedrooms,lng,lat,weekends,Ciudad
138,1020.082956436154,Entire home/apt,True,9.0,2,4.89297,52.36075,0,amsterdam
138,798.6314531436741,Entire home/apt,True,10.0,1,4.8510800000000005,52.35643,1,amsterdam
139,1192.088674337403,Entire home/apt,False,10.0,2,4.88651,52.37819,0,amsterdam
139,952.827314695475,Entire home/apt,False,10.0,3,4.8698,52.34635,1,amsterdam
140,798.6314531436741,Entire home/apt,False,10.0,1,4.8510800000000005,52.35643,0,amsterdam
140,614.4400440559605,Private room,False,8.0,1,4.83983,52.36761,1,amsterdam
141,854.4044243432617,Entire home/apt,False,10.0,3,4.8698,52.34635,0,amsterdam
141,802.3808965856631,Entire home/apt,True,10.0,1,4.87632,52.35782,1,amsterdam
142,614.4400440559605,Private room,False,8.0,1,4.83983,52.36761,0,amsterdam
142,1069.2944016122608,Entire home/apt,False,10.0,3,4.93745,52.35297,1,amsterdam
143,283.7860005155485,Private room,False,9.0,1,4.882,52.365,0,amsterdam
143,265.50746373585173,Private room,True,10.0,1,4.82354,52.37872,1,amsterdam
144,328.31064138916884,Private room,False,8.0,2,4.80745,52.381440000000005,1,amsterdam
144,870.105218756591,Entire home/apt,False,10.0,3,4.93745,52.35297,0,amsterdam
145,180.20762543060016,Private room,False,9.0,1,4.862,52.368,0,amsterdam
145,1163.264827877112,Entire home/apt,True,10.0,2,4.89766,52.36932,1,amsterdam
146,242.07344222342,Private room,True,10.0,1,4.98141,52.32206,0,amsterdam
146,280.2708972886837,Private room,False,10.0,1,4.92623,52.36568,1,amsterdam
147,553.0429076933893,Entire home/apt,True,10.0,1,4.86502,52.36332,1,amsterdam
147,418.0629437817825,Private room,False,9.0,1,4.94807,52.3756,0,amsterdam
148,522.3443395121037,Private room,False,10.0,1,4.88887,52.36368,1,amsterdam
148,281.4425983643053,Private room,False,10.0,1,4.92623,52.36568,0,amsterdam
149,215.12431748412348,Private room,False,10.0,1,4.987,52.322,0,amsterdam
149,614.4400440559605,Entire home/apt,False,10.0,1,4.89525,52.35189,1,amsterdam
150,448.5271717479437,Private room,False,10.0,1,4.88887,52.36368,0,amsterdam
150,663.6514892320672,Entire home/apt,False,8.0,1,4.9117,52.34291,1,amsterdam
151,614.4400440559605,Entire home/apt,False,10.0,1,4.89525,52.35189,0,amsterdam
151,279.09919621306216,Private room,False,9.0,1,4.89016,52.34616,1,amsterdam
152,279.09919621306216,Private room,False,9.0,1,4.987,52.322,0,amsterdam
152,1044.6886790242074,Entire home/apt,False,10.0,1,4.88204,52.37212,1,amsterdam
153,384.7866332341293,Private room,False,9.0,1,4.893,52.41042,1,amsterdam
153,663.6514892320672,Entire home/apt,False,8.0,1,4.9117,52.34291,0,amsterdam
154,589.8343214679071,Entire home/apt,False,9.0,1,4.88614,52.36629,1,amsterdam
154,279.09919621306216,Private room,False,9.0,1,4.89016,52.34616,0,amsterdam
155,1044.6886790242074,Entire home/apt,False,10.0,1,4.88204,52.37212,0,amsterdam
155,405.87725259531794,Entire home/apt,False,10.0,1,4.8398,52.37533,1,amsterdam
156,299.72113514400206,Private room,False,9.0,1,4.893,52.41042,0,amsterdam
156,2556.886087221428,Entire home/apt,True,10.0,3,4.88093,52.37778,1,amsterdam
157,405.6429123801936,Entire home/apt,False,10.0,1,4.8398,52.37533,0,amsterdam
157,985.6349448128794,Entire home/apt,False,10.0,1,4.86897,52.3612,1,amsterdam
158,1214.116654559089,Entire home/apt,False,9.0,0,4.88783,52.39035,1,amsterdam
158,2556.183066576056,Entire home/apt,True,10.0,3,4.88093,52.37778,0,amsterdam
159,985.6349448128794,Entire home/apt,False,10.0,1,4.86897,52.3612,0,amsterdam
159,305.8139807372343,Private room,True,10.0,1,4.83906,52.37755,1,amsterdam
160,297.3777329927589,Private room,True,9.0,1,4.84805,52.34101,1,amsterdam
160,1214.116654559089,Entire home/apt,False,9.0,0,4.88783,52.39035,0,amsterdam
